"cid","site","burnt","N","juv","mat","scale","heterogen"
148,"SodaNaturalArea2",1,0,0,0,"Scale_3",24.0617218017578
148,"SodaNaturalArea2",1,0,0,0,"Scale_4",44.6012802124023
148,"SodaNaturalArea2",1,0,0,0,"Scale_5",65.9648818969727
148,"SodaNaturalArea2",1,0,0,0,"Scale_6",46.8084373474121
148,"SodaNaturalArea2",1,0,0,0,"Scale_7",19.7968006134033
148,"SodaNaturalArea2",1,0,0,0,"Scale_8",6.07623672485352
148,"SodaNaturalArea2",1,0,0,0,"Scale_9",1.91125047206879
67,"SodaNaturalArea2",1,1,0,1,"Scale_1",5.76388740539551
67,"SodaNaturalArea2",1,1,0,1,"Scale_2",15.7193336486816
67,"SodaNaturalArea2",1,1,0,1,"Scale_3",9.86996746063232
67,"SodaNaturalArea2",1,1,0,1,"Scale_4",18.7720890045166
67,"SodaNaturalArea2",1,1,0,1,"Scale_5",34.162181854248
67,"SodaNaturalArea2",1,1,0,1,"Scale_6",27.4920501708984
67,"SodaNaturalArea2",1,1,0,1,"Scale_7",12.0960750579834
67,"SodaNaturalArea2",1,1,0,1,"Scale_8",3.97488498687744
67,"SodaNaturalArea2",1,1,0,1,"Scale_9",1.33318197727203
11,"SodaNaturalArea2",1,0,0,0,"Scale_1",17.3424015045166
11,"SodaNaturalArea2",1,0,0,0,"Scale_2",23.3707962036133
11,"SodaNaturalArea2",1,0,0,0,"Scale_3",39.7952575683594
11,"SodaNaturalArea2",1,0,0,0,"Scale_4",65.0241317749023
11,"SodaNaturalArea2",1,0,0,0,"Scale_5",71.3307342529297
11,"SodaNaturalArea2",1,0,0,0,"Scale_6",51.4744491577148
11,"SodaNaturalArea2",1,0,0,0,"Scale_7",21.6338062286377
11,"SodaNaturalArea2",1,0,0,0,"Scale_8",6.83170032501221
